OBJECTID,Código Sector Catastral,Nombre Sector Catastral,Mes,Total Homicidios 2018,Total Homicidios 2019,Total Homicidios 2020,Variación Homicidios 2021-2022 %,Total Homicidios 2022 Bogotá D.C.,Total Lesiones Personales 2018,Total Lesiones Personales 2019,Total Lesiones Personales 2020,Variación Lesiones Personales 2021-2022 %,Total Lesiones Personales 2022 Bogotá D.C.,Total Hurto Personas 2018,Total Hurto Personas 2019,Total Hurto Personas 2020,Variación  Hurto Personas 2021-2022 %,Total Hurto Personas 2022 Bogotá D.C.,Total Hurto Residencias 2018,Total Hurto Residencias 2019,Total Hurto Residencias 2020,Variación  Hurto Residencias 2021-2022 %,Total Hurto Residencias 2022 Bogotá D.C.,Total Hurto Automotores 2018,Total Hurto Automotores 2019,Total Hurto Automotores 2020,Variación  Hurto Automotores 2021-2022 %,Total Hurto Automotores 2022 Bogotá D.C.,Total Hurto Bicicletas 2018,Total Hurto Bicicletas 2019,Total Hurto Bicicletas 2020,Variación  Hurto Bicicletas 2021-2022 %,Total Hurto Bicicletas 2022 Bogotá D.C.,Total Hurto Comercio 2018,Total Hurto Comercio 2019,Total Hurto Comercio 2020,Variación  Hurto Comercio 2021-2022 %,Total Hurto Comercio 2022 Bogotá D.C.,Total Hurto Celulares 2018,Total Hurto Celulares 2019,Total Hurto Celulares 2020,Variación  Hurto Celulares 2021-2022 %,Total Hurto Celulares 2022 Bogotá D.C.,Total Hurto Motocicletas 2018,Total Hurto Motocicletas 2019,Total Hurto Motocicletas 2020,Variación  Hurto Motocicletas 2021-2022 %,Total Hurto Motocicletas 2022 Bogotá D.C.,Total Hurto Entidades Financieras  2018,Total Hurto Entidades Financieras  2019,Total Hurto Entidades Financieras  2020,Variación  Hurto Entidades Financieras  2021-2022 %,Total Hurto Entidades Financieras  2022 Bogotá D.C.,Total Delitos Sexuales 2018,Total Delitos Sexuales 2019,Total Delitos Sexuales 2020,Variación  Delitos Sexuales 2021-2022 %,Total Delitos Sexuales 2022 Bogotá D.C.,Total Violencia intrafamiliar 2018,Total Violencia intrafamiliar 2019,Total Violencia intrafamiliar 2020,Variación  Violencia intrafamiliar 2021-2022 %,Total Violencia intrafamiliar 2022 Bogotá D.C.,Total Homicidios 2021,Total Lesiones Personales 2021,Total Hurto Personas 2021,Total Hurto Residencias 2021,Total Hurto Automotores 2021,Total Hurto Bicicletas 2021,Total Hurto Celulares 2021,Total Hurto Motocicletas 2021,Total Hurto Entidades Financieras  2021,Total Hurto Comercio 2021,Total Delitos Sexuales 2021,Total Violencia intrafamiliar 2021,Total Homicidios 2022,Total Lesiones Personales 2022,Total Hurto Personas 2022,Total Hurto Residencias 2022,Total Hurto Automotores 2022,Total Hurto Bicicletas 2022,Total Hurto Celulares 2022,Total Hurto Motocicletas 2022,Total Hurto Entidades Financieras  2022,Total Hurto Comercio 2022,Total Delitos Sexuales 2022,Total Violencia intrafamiliar 2022,coord_x,coord_y
466,009131,SANTA HELENA,Ene-Abr,0,0,0,100,296,9,2,2,-50,"7,760",65,107,61,37.29,"36,368",4,3,6,400,"1,759",1,1,0,100,"1,104",12,16,6,240,"2,805",68,63,49,-50,"2,308",40,48,34,32.26,"19,286",0,0,0,100,"1,552",0,0,0,0,1,0,1,1,-100,"2,196",9,4,5,-60,"11,410",0,4,59,1,0,5,31,0,0,38,1,5,1,2,81,5,1,17,41,2,0,19,0,2,"-74,06271305999394","4,731120396631574"
467,001113,SAN BLAS II,Ene-Abr,1,0,0,-100,296,15,7,2,100,"7,760",5,8,8,0,"36,368",4,1,0,0,"1,759",1,1,0,100,"1,104",0,0,1,-100,"2,805",1,3,0,-100,"2,308",5,7,5,-66.67,"19,286",0,0,0,-100,"1,552",0,0,0,0,1,2,0,2,0,"2,196",11,7,14,500,"11,410",1,4,6,0,0,1,3,1,0,1,1,2,0,8,6,0,1,0,1,0,0,0,1,12,"-74,07954781370586","4,56256453322383"
470,008425,GINEBRA II,Ene-Abr,0,0,0,0,296,0,1,0,-100,"7,760",1,4,2,100,"36,368",0,1,1,100,"1,759",0,0,0,0,"1,104",0,0,0,100,"2,805",0,0,0,0,"2,308",0,3,1,100,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",0,0,0,0,"11,410",0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,3,0,0,0,0,0,"-74,02574795661167","4,705637903505194"
472,001322,SAN RAFAEL USME,Ene-Abr,0,0,0,0,296,5,0,1,100,"7,760",1,2,1,500,"36,368",0,0,0,100,"1,759",1,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,1,1,100,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,-100,"2,196",8,4,3,400,"11,410",0,0,1,0,0,0,0,0,0,0,1,2,0,1,6,1,0,0,1,0,0,0,0,10,"-74,08385612800909","4,529578066758962"
474,102113,LAS MARGARITAS,Ene-Abr,0,0,0,0,296,0,0,0,0,"7,760",0,0,0,0,"36,368",0,1,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,1,0,0,0,"2,196",0,1,0,0,"11,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-74,1975621590301","4,378219722715462"
476,002512,AREA ARTILLERIA,Ene-Abr,0,0,0,0,296,0,5,0,-100,"7,760",0,2,1,0,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,1,0,0,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,1,0,0,0,"2,196",6,1,0,0,"11,410",0,1,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,"-74,12701738410341","4,552180291156794"
477,008202,EMAUS,Ene-Abr,0,0,0,0,296,2,0,1,100,"7,760",25,44,37,-12,"36,368",0,3,0,100,"1,759",0,0,0,0,"1,104",0,2,0,100,"2,805",9,7,6,-75,"2,308",10,16,19,-36.36,"19,286",0,1,0,0,"1,552",0,0,0,0,1,1,1,0,0,"2,196",0,1,0,100,"11,410",0,2,25,0,0,0,11,0,0,8,0,0,0,4,22,1,0,1,7,0,0,2,0,1,"-74,0550151149108","4,652804497874271"
479,005654,GRAN GRANADA,Ene-Abr,0,0,0,0,296,3,1,5,-37.50,"7,760",17,19,25,34.78,"36,368",1,4,2,0,"1,759",3,2,3,200,"1,104",1,1,0,50,"2,805",3,6,11,-75,"2,308",11,10,10,-8.33,"19,286",4,1,0,100,"1,552",0,0,0,0,1,0,0,0,100,"2,196",13,4,10,33.33,"11,410",0,8,23,1,1,4,12,0,0,8,0,6,0,5,31,1,3,6,11,2,0,2,2,8,"-74,12512175699203","4,719844810699881"
480,008509,LOS CEDROS ORIENTAL,Ene-Abr,0,0,0,0,296,4,0,1,100,"7,760",15,18,8,83.33,"36,368",2,0,3,100,"1,759",1,0,0,0,"1,104",3,2,1,100,"2,805",3,3,1,100,"2,308",8,5,5,250,"19,286",0,0,1,0,"1,552",0,0,0,0,1,1,0,0,0,"2,196",2,3,4,-100,"11,410",0,0,6,0,0,0,2,0,0,0,0,2,0,2,11,1,0,1,7,0,0,1,0,0,"-74,02925756257262","4,723299090578269"
481,008511,CEDRO NARVAEZ,Ene-Abr,0,0,0,0,296,4,2,0,0,"7,760",17,24,20,53.85,"36,368",2,3,5,100,"1,759",0,0,0,0,"1,104",3,2,2,0,"2,805",3,4,0,0,"2,308",9,12,12,120,"19,286",0,0,1,0,"1,552",0,0,1,0,1,0,0,0,-50,"2,196",1,3,3,400,"11,410",0,2,13,1,0,1,5,0,0,0,2,1,0,2,20,2,0,1,11,0,0,0,1,5,"-74,03409795985374","4,721332302728291"
482,105314,EL CORZO RURAL,Ene-Abr,0,0,0,0,296,1,0,0,0,"7,760",2,1,0,0,"36,368",1,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",2,2,0,0,"19,286",0,1,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",0,0,0,-100,"11,410",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"-74,19792868211543","4,647656219703843"
483,008502,LA PRADERA NORTE,Ene-Abr,0,1,0,0,296,15,14,3,-9.09,"7,760",52,51,43,-12.28,"36,368",6,6,11,-57.14,"1,759",2,4,0,100,"1,104",15,8,7,-60,"2,805",9,7,2,-75,"2,308",32,23,23,23.81,"19,286",1,1,1,0,"1,552",0,0,0,0,1,10,3,5,-100,"2,196",25,8,39,-16.67,"11,410",0,11,57,7,0,10,21,1,0,4,2,18,0,10,50,3,3,4,26,1,0,1,0,15,"-74,03447172281278","4,743913361566518"
485,001118,LOS LAURELES I,Ene-Abr,0,0,0,0,296,0,0,1,-100,"7,760",1,0,1,100,"36,368",1,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",1,0,0,0,"2,308",1,0,1,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",5,0,3,100,"11,410",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,"-74,06772275486269","4,5662773334614535"
486,005647,VILLAS DE GRANADA,Ene-Abr,0,0,0,0,296,6,9,7,80,"7,760",15,28,27,26.32,"36,368",8,6,1,-83.33,"1,759",3,0,0,-100,"1,104",2,1,5,50,"2,805",4,1,3,-50,"2,308",11,15,4,60,"19,286",7,1,3,-50,"1,552",0,0,0,0,1,2,1,1,-50,"2,196",9,4,18,-52.63,"11,410",0,5,38,6,1,4,20,2,0,4,2,19,0,9,48,1,0,6,32,1,0,2,1,9,"-74,1260365258444","4,71520122077611"
487,108111,TIBABITA RURAL I,Ene-Abr,0,0,1,0,296,3,0,1,100,"7,760",0,0,0,0,"36,368",1,0,0,100,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",1,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,100,"2,196",2,0,3,100,"11,410",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,2,"-74,0159320304743","4,757941092043594"
489,002596,MOCHUELO ALTO,Ene-Abr,0,0,0,0,296,0,0,0,0,"7,760",0,0,0,100,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,100,"2,196",1,0,0,0,"11,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"-74,13536948900949","4,499487290164876"
490,109111,SAN JOSE,Ene-Abr,0,0,0,0,296,3,0,0,0,"7,760",0,0,0,0,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,1,0,0,0,"2,196",1,0,0,0,"11,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-74,37322232280025","3,8097201281960342"
491,109116,NUEVA GRANADA,Ene-Abr,0,0,0,0,296,0,0,0,0,"7,760",0,0,0,0,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",1,0,0,0,"11,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-74,34755766946847","3,88204134292626"
492,109110,CONCEPCION,Ene-Abr,0,0,0,0,296,0,0,0,0,"7,760",0,0,0,0,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,1,0,"2,196",0,0,0,0,"11,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-74,34189871779516","3,9197750988943096"
493,008414,SANTA ANA OCCIDENTAL,Ene-Abr,0,0,0,-100,296,9,5,1,0,"7,760",52,63,45,33.33,"36,368",6,6,1,250,"1,759",1,1,0,0,"1,104",6,5,3,300,"2,805",4,8,5,0,"2,308",26,26,24,-20,"19,286",0,2,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",5,0,3,0,"11,410",1,5,39,2,0,2,20,0,0,1,0,2,0,5,52,7,0,8,16,0,0,1,0,2,"-74,03688808748453","4,689234034934367"
495,009204,EL RINCON NORTE,Ene-Abr,2,0,0,0,296,23,9,9,142.86,"7,760",29,30,29,-9.68,"36,368",4,4,3,-50,"1,759",1,1,0,100,"1,104",2,5,1,-50,"2,805",7,8,4,-33.33,"2,308",23,14,12,-23.81,"19,286",2,6,1,0,"1,552",0,0,0,0,1,4,0,6,100,"2,196",23,26,32,-28,"11,410",0,14,31,4,0,6,21,3,0,3,2,25,0,34,28,2,2,3,16,3,0,2,4,18,"-74,0907233264033","4,72830398010564"
497,004552,GUALOCHE,Ene-Abr,0,0,0,-100,296,18,22,10,-6.25,"7,760",35,55,34,-8.57,"36,368",10,5,4,-50,"1,759",1,1,2,-33.33,"1,104",3,11,8,-77.27,"2,805",11,12,8,-55.56,"2,308",28,27,13,-10,"19,286",3,5,5,100,"1,552",0,0,0,0,1,0,1,3,57.14,"2,196",30,34,48,-29.73,"11,410",1,16,70,2,3,22,40,2,0,9,7,37,0,15,64,1,2,5,36,4,0,4,11,26,"-74,18263711004323","4,600195947966459"
498,004576,CASA BLANCA SUR,Ene-Abr,0,1,0,0,296,19,8,7,-63.16,"7,760",30,28,30,6.82,"36,368",8,5,5,-60,"1,759",0,3,2,166.67,"1,104",1,2,11,75,"2,805",11,2,5,-100,"2,308",21,15,9,-16,"19,286",6,4,4,0,"1,552",1,0,0,0,1,1,4,2,0,"2,196",14,16,28,30.43,"11,410",0,19,44,5,3,4,25,5,0,5,2,23,0,7,47,2,8,7,21,5,0,0,2,30,"-74,17168693777947","4,618205689987723"
440,002549,VILLA GLORIA,Ene-Abr,0,1,0,0,296,5,3,4,85.71,"7,760",8,3,5,-28.57,"36,368",0,2,1,0,"1,759",0,0,0,0,"1,104",0,0,1,0,"2,805",0,1,0,0,"2,308",5,1,0,-50,"19,286",1,0,0,-100,"1,552",0,0,0,0,1,2,2,2,-100,"2,196",20,16,18,500,"11,410",1,7,7,0,0,0,6,1,0,0,1,3,1,13,5,0,0,0,3,0,0,0,0,18,"-74,15236380402104","4,549734845906206"
441,002449,ESPINO I,Ene-Abr,0,0,0,-100,296,2,1,0,0,"7,760",2,3,6,-50,"36,368",0,0,0,-100,"1,759",0,0,0,0,"1,104",0,0,0,-100,"2,805",0,1,0,-100,"2,308",1,1,3,-66.67,"19,286",1,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",7,3,7,100,"11,410",1,5,4,1,0,1,3,0,0,1,0,2,0,5,2,0,0,0,1,0,0,0,0,4,"-74,1774240790238","4,58318803019921"
445,205318,SAN BERNARDINO XVIII,Ene-Abr,1,1,0,0,296,2,7,2,-60,"7,760",2,7,4,12.50,"36,368",1,1,3,-100,"1,759",0,0,1,0,"1,104",0,0,1,100,"2,805",0,2,0,0,"2,308",0,2,1,25,"19,286",0,0,1,-100,"1,552",0,0,0,0,1,0,0,0,-100,"2,196",1,7,11,-75,"11,410",0,5,8,2,0,1,4,2,0,0,1,12,0,2,9,0,0,2,5,0,0,0,0,3,"-74,21146685533756","4,616265943478105"
447,008104,LA PERSEVERANCIA,Ene-Abr,0,0,0,-100,296,0,0,5,-60,"7,760",2,0,17,72,"36,368",0,0,0,100,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,2,0,"2,308",0,0,7,46.15,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,3,0,"2,196",0,0,5,-30.77,"11,410",1,5,25,0,0,2,13,0,0,0,1,13,0,2,43,1,0,2,19,0,0,0,1,9,"-74,06442000137598","4,617608555860504"
448,008109,SAN MARTIN,Ene-Abr,0,0,0,0,296,11,6,1,100,"7,760",61,53,41,26.92,"36,368",2,1,0,0,"1,759",0,1,0,0,"1,104",5,3,0,-100,"2,805",12,16,8,-50,"2,308",35,21,17,-6.67,"19,286",1,0,0,-100,"1,552",0,0,0,-100,1,3,1,1,-100,"2,196",3,0,0,-85.71,"11,410",0,0,26,1,0,1,15,2,1,4,1,7,0,3,33,1,0,0,14,0,0,2,0,1,"-74,06739184882765","4,61702520941368"
449,004110,LA PEPITA,Ene-Abr,1,2,1,-100,296,11,11,6,0,"7,760",18,34,27,-22.22,"36,368",0,0,3,-100,"1,759",0,0,0,100,"1,104",1,2,0,-50,"2,805",8,9,5,-57.14,"2,308",5,15,11,-36.84,"19,286",0,0,0,-50,"1,552",0,0,0,0,1,1,0,2,0,"2,196",5,6,5,-100,"11,410",2,15,45,2,1,2,19,2,0,7,0,4,0,15,35,0,2,1,12,1,0,3,0,0,"-74,08965535867469","4,604831723293605"
450,001401,SAN JOSE SUR,Ene-Abr,0,1,0,0,296,17,10,3,200,"7,760",44,48,32,8.89,"36,368",6,7,5,-33.33,"1,759",5,5,7,200,"1,104",3,4,2,0,"2,805",9,12,5,-77.78,"2,308",32,26,24,12,"19,286",4,6,0,0,"1,552",0,0,0,0,1,2,5,4,0,"2,196",18,12,14,122.22,"11,410",0,5,45,3,1,3,25,7,0,9,1,9,0,15,49,2,3,3,28,7,0,2,1,20,"-74,1016433018018","4,577806254765853"
452,002587,BRISAS DEL VOLADOR,Ene-Abr,0,0,1,0,296,3,6,5,0,"7,760",1,3,1,500,"36,368",1,0,0,-100,"1,759",0,0,0,-100,"1,104",0,1,0,0,"2,805",1,0,0,0,"2,308",1,2,0,100,"19,286",1,0,1,0,"1,552",0,0,0,0,1,1,1,0,0,"2,196",8,1,8,0,"11,410",0,2,1,1,1,0,0,0,0,0,1,6,0,2,6,0,0,0,4,0,0,0,1,6,"-74,15509834534363","4,546655517472549"
454,101110,PARAMO I RURAL,Ene-Abr,0,0,0,0,296,1,0,0,0,"7,760",0,3,0,0,"36,368",1,1,0,0,"1,759",0,0,0,0,"1,104",0,1,0,0,"2,805",0,0,0,-100,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",0,1,0,-50,"11,410",0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,"-74,0382192237501","4,67031207114405"
455,001207,NARINO SUR,Ene-Abr,0,0,0,100,296,9,5,3,-50,"7,760",11,18,18,32,"36,368",1,2,0,-50,"1,759",1,0,0,-50,"1,104",0,1,1,100,"2,805",2,2,4,200,"2,308",9,9,12,17.65,"19,286",3,0,0,100,"1,552",0,0,0,0,1,1,1,1,-100,"2,196",7,6,7,16.67,"11,410",0,4,25,2,2,2,17,1,0,1,1,6,1,2,33,1,1,4,20,2,0,3,0,7,"-74,08773856930787","4,581599721610241"
456,002564,EL MINUTO DE MARIA,Ene-Abr,1,0,0,100,296,6,12,2,-40,"7,760",5,2,10,400,"36,368",2,2,0,100,"1,759",0,1,1,100,"1,104",0,0,0,0,"2,805",2,1,5,0,"2,308",9,2,8,100,"19,286",1,0,1,0,"1,552",0,0,0,0,1,1,1,0,-66.67,"2,196",4,4,7,233.33,"11,410",0,5,1,0,0,0,0,1,0,0,3,3,1,3,5,1,1,0,4,1,0,0,1,10,"-74,14231404185526","4,5361714489357565"
457,002583,QUIBA URBANO,Ene-Abr,0,0,2,0,296,4,0,1,-100,"7,760",0,2,0,-100,"36,368",1,1,0,100,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",2,3,0,0,"2,308",0,2,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,1,0,1,0,"2,196",3,3,6,166.67,"11,410",0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,8,"-74,1436765925141","4,534418168229268"
458,006516,TINTALA,Ene-Abr,1,1,0,0,296,40,40,18,-35.29,"7,760",113,161,132,11.54,"36,368",14,16,4,-33.33,"1,759",13,12,16,-40,"1,104",10,21,29,96,"2,805",21,21,15,-78.95,"2,308",75,63,57,-4.76,"19,286",14,18,7,22.22,"1,552",0,0,0,0,1,1,10,9,-37.50,"2,196",53,44,50,-2.08,"11,410",0,34,156,6,25,25,84,9,0,19,8,48,0,22,174,4,15,49,80,11,0,4,5,47,"-74,15559573934407","4,6485271079564345"
459,101309,LA ARBOLEDA RURAL,Ene-Abr,0,0,0,0,296,0,0,0,0,"7,760",0,0,0,0,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",0,0,0,-100,"11,410",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"-74,07599591244524","4,532915899136088"
513,009133,MIRANDELA,Ene-Abr,1,0,0,0,296,10,12,2,0,"7,760",125,152,70,34.33,"36,368",7,8,3,50,"1,759",2,3,2,100,"1,104",2,4,4,14.29,"2,805",37,36,27,-14.29,"2,308",79,86,41,12.20,"19,286",0,1,1,200,"1,552",0,0,0,0,1,5,4,2,-50,"2,196",25,16,8,-45.45,"11,410",0,5,67,2,0,7,41,1,0,14,4,11,0,5,90,3,3,8,46,3,0,12,2,6,"-74,05056558817131","4,766808886589169"
514,002529,MARICHUELA,Ene-Abr,0,0,0,-100,296,14,19,7,28.57,"7,760",17,25,18,-20,"36,368",8,1,3,-33.33,"1,759",0,0,1,100,"1,104",0,0,2,0,"2,805",4,4,3,-50,"2,308",6,13,9,-17.65,"19,286",0,3,0,-66.67,"1,552",0,0,0,0,1,2,3,3,0,"2,196",20,20,22,-25,"11,410",3,14,30,3,0,1,17,3,0,2,2,16,0,18,24,2,1,1,14,1,0,1,2,12,"-74,11857605557155","4,510294508338506"
515,004403,AUTOPISTA MUZU,Ene-Abr,0,0,0,-100,296,10,4,1,250,"7,760",47,38,34,-14.49,"36,368",6,5,3,-33.33,"1,759",6,4,5,150,"1,104",4,0,2,-75,"2,805",12,13,7,-50,"2,308",36,34,22,-25.58,"19,286",1,1,1,-50,"1,552",0,0,0,0,1,2,0,2,100,"2,196",9,18,6,0,"11,410",1,2,69,3,2,4,43,2,0,8,1,12,0,7,59,2,5,1,32,1,0,4,2,12,"-74,1224860806531","4,597891395809844"
519,008419,ESCUELA DE CABALLERIA II,Ene-Abr,0,0,0,0,296,0,0,0,0,"7,760",0,0,0,100,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,0,100,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",0,0,0,0,"11,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,"-74,03736280701482","4,680801606271225"
520,009116,PRADO VERANIEGO NORTE,Ene-Abr,0,0,0,0,296,10,9,11,-50,"7,760",19,38,34,31.43,"36,368",3,2,2,-50,"1,759",0,0,5,100,"1,104",1,5,8,133.33,"2,805",6,5,6,60,"2,308",9,12,12,-19.05,"19,286",0,0,0,100,"1,552",0,0,0,0,1,3,3,3,-100,"2,196",8,7,5,27.27,"11,410",0,10,35,4,1,3,21,0,0,5,2,11,0,5,46,2,2,7,17,2,0,8,0,14,"-74,062724287895","4,719623370917168"
530,004101,RICAURTE,Ene-Abr,1,1,1,100,296,32,20,21,-48.39,"7,760",259,375,176,19.05,"36,368",3,7,5,-61.54,"1,759",2,0,1,33.33,"1,104",16,16,7,-30.77,"2,805",29,23,16,-50,"2,308",169,197,104,-7.08,"19,286",2,2,1,0,"1,552",0,0,0,0,1,0,0,2,600,"2,196",11,9,6,-23.08,"11,410",1,31,189,13,3,13,113,4,0,16,1,13,2,16,225,5,4,9,105,4,0,8,7,10,"-74,09286254033063","4,608554602559335"
531,001431,LA RESURRECCION I,Ene-Abr,0,0,0,0,296,6,7,8,-84.21,"7,760",7,8,5,42.86,"36,368",3,0,1,100,"1,759",3,0,0,0,"1,104",1,0,0,0,"2,805",2,2,1,0,"2,308",17,3,4,25,"19,286",0,0,1,-100,"1,552",0,0,0,0,1,0,0,0,-50,"2,196",7,4,4,22.22,"11,410",0,19,7,0,0,0,4,1,0,1,2,9,0,3,10,1,0,0,5,0,0,1,1,11,"-74,10903695026","4,566230891528179"
532,006519,MORAVIA,Ene-Abr,0,0,0,0,296,0,2,2,0,"7,760",0,3,3,-66.67,"36,368",1,3,1,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,-100,"2,308",1,0,1,-100,"19,286",1,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",0,2,6,-50,"11,410",0,2,3,0,0,0,3,0,0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,1,"-74,15534784985357","4,678278385445818"
533,009237,RINCON DE SUBA,Ene-Abr,0,0,0,0,296,8,5,11,71.43,"7,760",12,18,16,-12.50,"36,368",1,4,1,100,"1,759",0,1,0,0,"1,104",1,1,6,33.33,"2,805",3,1,1,0,"2,308",7,13,5,-46.15,"19,286",1,0,0,100,"1,552",0,0,0,0,1,0,3,2,100,"2,196",10,9,11,-20,"11,410",0,7,24,1,0,3,13,0,0,0,0,10,0,12,21,2,0,4,7,2,0,0,2,8,"-74,09572929325348","4,722087760940132"
535,004557,GRAN BRITALIA,Ene-Abr,2,0,0,0,296,6,13,7,91.67,"7,760",20,24,23,39.29,"36,368",1,6,7,33.33,"1,759",1,0,2,100,"1,104",0,5,8,66.67,"2,805",1,6,4,-50,"2,308",12,10,12,40,"19,286",3,4,4,-50,"1,552",0,0,0,0,1,2,1,3,166.67,"2,196",26,19,21,76.47,"11,410",0,12,28,3,0,3,15,8,0,4,3,17,0,23,39,4,3,5,21,4,0,2,8,30,"-74,17635283154273","4,618342482180229"
536,004522,BOSA,Ene-Abr,1,0,0,-50,296,23,17,28,33.33,"7,760",74,103,85,26.67,"36,368",8,5,9,-75,"1,759",3,0,1,0,"1,104",3,12,7,-28.57,"2,805",21,18,8,-88.89,"2,308",56,184,54,10.20,"19,286",3,2,1,-37.50,"1,552",0,0,0,0,1,8,5,5,100,"2,196",36,21,29,7.41,"11,410",2,18,90,4,1,14,49,8,0,9,4,27,1,24,114,1,1,10,54,5,0,1,8,29,"-74,18272687782446","4,609985149262181"
537,004561,EL JARDIN,Ene-Abr,0,0,0,-100,296,10,12,12,11.11,"7,760",2,18,12,41.67,"36,368",3,1,2,-75,"1,759",0,0,1,-100,"1,104",2,1,3,-66.67,"2,805",2,3,1,-100,"2,308",1,5,6,80,"19,286",0,2,4,0,"1,552",0,0,0,0,1,3,5,1,-57.14,"2,196",16,41,40,-62.96,"11,410",1,9,12,8,1,6,5,1,0,1,7,27,0,10,17,2,0,2,9,1,0,0,3,10,"-74,2084897715424","4,614026810440304"
538,004302,SAN RAFAEL,Ene-Abr,0,1,0,0,296,5,4,1,-50,"7,760",8,6,8,21.43,"36,368",2,2,4,-100,"1,759",3,3,0,0,"1,104",2,0,0,-50,"2,805",1,4,2,-100,"2,308",5,1,6,-10,"19,286",0,0,0,100,"1,552",0,0,0,0,1,0,0,0,-100,"2,196",2,6,5,-66.67,"11,410",0,2,14,1,0,4,10,0,0,3,1,15,0,1,17,0,0,2,9,2,0,0,0,5,"-74,11252649427792","4,621370914193495"
