OBJECTID,Código Sector Catastral,Nombre Sector Catastral,Mes,Total Homicidios 2018,Total Homicidios 2019,Total Homicidios 2020,Variación Homicidios 2021-2022 %,Total Homicidios 2022 Bogotá D.C.,Total Lesiones Personales 2018,Total Lesiones Personales 2019,Total Lesiones Personales 2020,Variación Lesiones Personales 2021-2022 %,Total Lesiones Personales 2022 Bogotá D.C.,Total Hurto Personas 2018,Total Hurto Personas 2019,Total Hurto Personas 2020,Variación  Hurto Personas 2021-2022 %,Total Hurto Personas 2022 Bogotá D.C.,Total Hurto Residencias 2018,Total Hurto Residencias 2019,Total Hurto Residencias 2020,Variación  Hurto Residencias 2021-2022 %,Total Hurto Residencias 2022 Bogotá D.C.,Total Hurto Automotores 2018,Total Hurto Automotores 2019,Total Hurto Automotores 2020,Variación  Hurto Automotores 2021-2022 %,Total Hurto Automotores 2022 Bogotá D.C.,Total Hurto Bicicletas 2018,Total Hurto Bicicletas 2019,Total Hurto Bicicletas 2020,Variación  Hurto Bicicletas 2021-2022 %,Total Hurto Bicicletas 2022 Bogotá D.C.,Total Hurto Comercio 2018,Total Hurto Comercio 2019,Total Hurto Comercio 2020,Variación  Hurto Comercio 2021-2022 %,Total Hurto Comercio 2022 Bogotá D.C.,Total Hurto Celulares 2018,Total Hurto Celulares 2019,Total Hurto Celulares 2020,Variación  Hurto Celulares 2021-2022 %,Total Hurto Celulares 2022 Bogotá D.C.,Total Hurto Motocicletas 2018,Total Hurto Motocicletas 2019,Total Hurto Motocicletas 2020,Variación  Hurto Motocicletas 2021-2022 %,Total Hurto Motocicletas 2022 Bogotá D.C.,Total Hurto Entidades Financieras  2018,Total Hurto Entidades Financieras  2019,Total Hurto Entidades Financieras  2020,Variación  Hurto Entidades Financieras  2021-2022 %,Total Hurto Entidades Financieras  2022 Bogotá D.C.,Total Delitos Sexuales 2018,Total Delitos Sexuales 2019,Total Delitos Sexuales 2020,Variación  Delitos Sexuales 2021-2022 %,Total Delitos Sexuales 2022 Bogotá D.C.,Total Violencia intrafamiliar 2018,Total Violencia intrafamiliar 2019,Total Violencia intrafamiliar 2020,Variación  Violencia intrafamiliar 2021-2022 %,Total Violencia intrafamiliar 2022 Bogotá D.C.,Total Homicidios 2021,Total Lesiones Personales 2021,Total Hurto Personas 2021,Total Hurto Residencias 2021,Total Hurto Automotores 2021,Total Hurto Bicicletas 2021,Total Hurto Celulares 2021,Total Hurto Motocicletas 2021,Total Hurto Entidades Financieras  2021,Total Hurto Comercio 2021,Total Delitos Sexuales 2021,Total Violencia intrafamiliar 2021,Total Homicidios 2022,Total Lesiones Personales 2022,Total Hurto Personas 2022,Total Hurto Residencias 2022,Total Hurto Automotores 2022,Total Hurto Bicicletas 2022,Total Hurto Celulares 2022,Total Hurto Motocicletas 2022,Total Hurto Entidades Financieras  2022,Total Hurto Comercio 2022,Total Delitos Sexuales 2022,Total Violencia intrafamiliar 2022,coord_x,coord_y
783,002432,ARBORIZADORA BAJA,Ene-Abr,0,0,0,0,296,7,6,11,275,"7,760",11,18,23,15,"36,368",2,0,4,100,"1,759",1,2,2,100,"1,104",1,1,5,200,"2,805",1,1,0,-100,"2,308",4,9,9,-6.25,"19,286",2,1,2,100,"1,552",0,0,0,0,1,0,2,2,50,"2,196",13,14,30,400,"11,410",0,4,20,1,1,1,16,3,0,1,2,6,0,15,23,2,2,3,15,6,0,0,3,30,"-74,14836917167742","4,57451042921828"
785,104118,CIUDAD BOLIVAR RURAL III,Ene-Abr,0,0,0,0,296,0,0,0,0,"7,760",0,0,0,100,"36,368",0,1,0,100,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",0,0,2,100,"11,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,"-74,16199561927647","4,5569133836433835"
786,002621,SAN FELIPE DE USME,Ene-Abr,0,0,0,-100,296,6,7,5,250,"7,760",3,5,2,200,"36,368",0,0,0,100,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,1,0,0,"2,308",1,2,1,200,"19,286",0,0,1,0,"1,552",0,0,0,0,1,0,2,0,-50,"2,196",8,19,9,-30,"11,410",1,2,1,1,0,0,1,0,0,0,2,10,0,7,3,2,0,0,3,0,0,0,1,7,"-74,09930221118941","4,5020621441101545"
787,001312,LOS ALPES,Ene-Abr,0,0,0,0,296,9,3,6,27.27,"7,760",2,5,5,-38.46,"36,368",1,4,2,-100,"1,759",0,2,0,0,"1,104",0,2,0,0,"2,805",2,4,4,-50,"2,308",1,1,5,-62.50,"19,286",1,0,2,-50,"1,552",0,0,0,0,1,3,1,2,0,"2,196",19,15,18,-27.27,"11,410",0,11,13,2,1,0,8,2,0,2,2,11,0,14,8,0,1,0,3,1,0,1,2,8,"-74,08318904412951","4,553902147592302"
788,002304,SANTIAGO PEREZ,Ene-Abr,0,1,0,-100,296,13,5,3,-50,"7,760",20,19,14,-12.50,"36,368",5,2,0,-33.33,"1,759",4,0,1,-100,"1,104",5,3,2,-33.33,"2,805",7,4,3,-33.33,"2,308",8,4,5,-50,"19,286",1,1,0,100,"1,552",0,0,0,0,1,0,1,1,-100,"2,196",7,4,0,100,"11,410",1,4,16,3,2,3,12,0,0,3,1,0,0,2,14,2,0,2,6,1,0,2,0,2,"-74,11037912024145","4,587081215786517"
756,102603,CENTRO USME RURAL II,Ene-Abr,0,0,0,0,296,0,0,0,0,"7,760",0,0,0,0,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",0,0,0,0,"11,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-74,12367003983817","4,467351928030458"
759,004301,SAN RAFAEL INDUSTRIAL,Ene-Abr,0,0,0,0,296,4,12,4,0,"7,760",28,42,16,-47.06,"36,368",0,0,0,0,"1,759",2,1,1,0,"1,104",2,0,2,-100,"2,805",6,17,2,200,"2,308",23,23,10,-55.56,"19,286",0,1,0,0,"1,552",0,0,0,0,1,1,1,2,-100,"2,196",0,3,0,100,"11,410",0,4,17,0,0,1,9,1,0,2,1,1,0,4,9,0,0,0,4,1,0,6,0,2,"-74,11133587653937","4,625772491982741"
760,003215,SAN FRANCISCO RURAL,Ene-Abr,1,0,0,-100,296,14,5,7,25,"7,760",11,8,6,28.57,"36,368",0,1,2,100,"1,759",2,0,0,0,"1,104",2,0,0,100,"2,805",1,3,0,0,"2,308",5,4,3,-83.33,"19,286",2,0,0,-100,"1,552",0,0,0,0,1,2,1,0,100,"2,196",5,6,3,28.57,"11,410",3,8,7,0,0,0,6,1,0,0,0,7,0,10,9,1,0,1,1,0,0,0,1,9,"-74,06701478478787","4,591673880754744"
436,109106,LA UNION,Ene-Abr,0,0,0,0,296,0,0,0,0,"7,760",0,0,0,0,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",0,0,0,0,"11,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-74,36225317713975","3,9954922843545484"
772,005203,SAN FERNANDO,Ene-Abr,0,0,1,0,296,9,9,6,62.50,"7,760",33,43,28,175,"36,368",11,4,4,400,"1,759",1,4,0,-25,"1,104",1,4,9,75,"2,805",10,9,7,42.86,"2,308",24,20,10,146.15,"19,286",2,0,0,-66.67,"1,552",0,0,0,0,1,0,2,3,-33.33,"2,196",12,3,8,6.67,"11,410",0,8,24,1,4,4,13,3,0,7,3,15,0,13,66,5,3,7,32,1,0,10,2,16,"-74,07781585501594","4,669708724209897"
882,003204,BELEN,Ene-Abr,0,0,0,0,296,3,4,2,33.33,"7,760",9,12,5,0,"36,368",2,1,1,0,"1,759",0,0,0,100,"1,104",1,0,1,0,"2,805",2,1,1,100,"2,308",6,2,2,-66.67,"19,286",0,0,1,0,"1,552",0,0,0,0,1,0,0,0,100,"2,196",4,3,7,85.71,"11,410",0,9,8,0,0,0,3,0,0,0,1,7,0,12,8,0,1,0,1,0,0,1,2,13,"-74,07265563924838","4,591361353722679"
763,005113,PAULO VI,Ene-Abr,0,0,0,0,296,6,4,3,100,"7,760",28,30,14,23.81,"36,368",5,5,4,-50,"1,759",0,2,2,-100,"1,104",7,7,3,0,"2,805",7,3,0,-50,"2,308",12,7,7,71.43,"19,286",0,0,0,100,"1,552",0,0,0,0,1,0,0,2,0,"2,196",9,8,4,-90.91,"11,410",0,0,21,2,3,5,7,1,0,2,0,11,0,4,26,1,0,5,12,2,0,1,0,1,"-74,08832887904161","4,650978988702375"
764,008214,CHAPINERO NORTE,Ene-Abr,0,0,1,0,296,18,11,9,-58.33,"7,760",145,248,119,84.52,"36,368",6,11,2,33.33,"1,759",1,1,2,0,"1,104",5,6,3,-75,"2,805",18,32,10,-30,"2,308",85,135,57,86.54,"19,286",1,1,2,-100,"1,552",0,0,0,0,1,3,8,4,100,"2,196",2,28,24,0,"11,410",0,12,84,3,0,4,52,3,0,10,0,7,0,5,155,4,0,1,97,0,0,7,8,7,"-74,06162240203454","4,650650698369201"
765,001409,LAS LOMAS,Ene-Abr,0,1,0,0,296,11,11,4,-25,"7,760",23,15,19,-50,"36,368",4,2,1,-100,"1,759",0,1,1,100,"1,104",0,0,0,-50,"2,805",7,6,1,-100,"2,308",20,7,10,-47.83,"19,286",2,1,1,-66.67,"1,552",0,0,0,0,1,1,2,4,0,"2,196",19,11,12,-46.67,"11,410",0,8,32,2,0,2,23,3,0,3,1,15,0,6,16,0,2,1,12,1,0,0,1,8,"-74,10241748891903","4,562831616656753"
766,004518,TIMIZA A,Ene-Abr,0,0,0,0,296,10,6,5,-30.77,"7,760",26,24,29,64,"36,368",5,2,1,-100,"1,759",5,10,0,175,"1,104",7,2,8,16.67,"2,805",1,4,2,0,"2,308",14,10,14,35.71,"19,286",3,0,1,100,"1,552",0,0,0,0,1,0,1,1,-40,"2,196",18,13,28,12.50,"11,410",0,13,25,5,4,6,14,1,0,1,5,24,0,9,41,0,11,7,19,2,0,1,3,27,"-74,15267299864271","4,609471357305219"
768,001407,SURAMERICA,Ene-Abr,0,0,0,0,296,3,2,4,800,"7,760",14,19,22,-4.76,"36,368",0,0,1,-100,"1,759",1,0,0,0,"1,104",0,0,0,-100,"2,805",1,3,2,0,"2,308",11,11,13,-23.08,"19,286",0,0,1,-66.67,"1,552",0,0,0,0,1,0,0,1,100,"2,196",1,2,3,200,"11,410",0,1,21,1,0,3,13,3,0,0,0,1,0,9,20,0,0,0,10,1,0,0,1,3,"-74,09580052261086","4,565889639042391"
770,005104,EL ROSARIO,Ene-Abr,1,0,0,0,296,6,5,1,-33.33,"7,760",27,44,20,-25,"36,368",0,4,2,100,"1,759",1,1,0,0,"1,104",1,4,2,-100,"2,805",3,4,0,0,"2,308",19,30,13,71.43,"19,286",0,1,0,0,"1,552",0,0,0,0,1,0,0,0,-100,"2,196",3,3,1,-20,"11,410",0,3,20,0,0,2,7,0,0,1,2,5,0,2,15,1,0,0,12,0,0,1,0,4,"-74,0808272837237","4,655152902618709"
771,007310,LA PAZ,Ene-Abr,0,0,0,0,296,5,12,2,-50,"7,760",44,43,13,6.45,"36,368",2,1,1,100,"1,759",2,4,3,-100,"1,104",4,1,0,0,"2,805",4,7,5,-60,"2,308",29,25,9,23.53,"19,286",0,1,1,-100,"1,552",0,0,0,0,1,2,1,3,100,"2,196",5,9,3,-36.36,"11,410",0,8,31,0,2,0,17,1,0,5,0,11,0,4,33,1,0,0,21,0,0,2,2,7,"-74,07503938355573","4,6594504641790895"
773,005112,PARQUE DISTRITAL SALITRE,Ene-Abr,0,0,0,0,296,2,4,0,100,"7,760",6,6,2,20,"36,368",0,1,0,0,"1,759",0,0,0,0,"1,104",1,0,0,0,"2,805",0,6,0,-100,"2,308",4,4,1,500,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",0,0,0,-100,"11,410",0,0,5,0,0,0,1,0,0,2,0,2,0,1,6,0,0,0,6,0,0,0,0,0,"-74,08439217432696","4,659923676155994"
844,002413,MUZU,Ene-Abr,0,1,0,0,296,58,84,31,-58.33,"7,760",11,22,20,100,"36,368",3,0,0,-100,"1,759",0,0,0,50,"1,104",1,0,1,200,"2,805",2,2,2,0,"2,308",5,12,10,0,"19,286",1,2,0,100,"1,552",0,0,0,0,1,0,3,0,100,"2,196",10,19,6,-18.18,"11,410",0,12,9,1,2,1,3,0,0,1,0,11,0,5,18,0,3,3,3,1,0,1,1,9,"-74,14524981394099","4,580321055403831"
845,004509,CIUDAD KENNEDY,Ene-Abr,0,0,0,0,296,10,4,6,66.67,"7,760",50,57,46,16.67,"36,368",8,6,4,-57.14,"1,759",6,8,5,-20,"1,104",2,6,4,-77.78,"2,805",10,9,2,-83.33,"2,308",36,31,25,12,"19,286",3,1,1,-100,"1,552",0,0,0,0,1,2,2,0,200,"2,196",12,15,20,-15.38,"11,410",0,6,48,7,5,9,25,1,0,6,1,13,0,10,56,3,4,2,28,0,0,1,3,11,"-74,14142350739276","4,623904495576604"
846,102506,PORTAL RURAL II,Ene-Abr,0,0,0,-100,296,0,1,0,100,"7,760",0,0,1,0,"36,368",0,0,1,0,"1,759",0,0,0,100,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,0,-100,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",1,0,0,0,"11,410",4,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,"-74,09708873508724","4,493847631825369"
847,001354,GUACAMAYAS III,Ene-Abr,0,0,0,0,296,6,11,8,-20,"7,760",7,5,17,28.57,"36,368",0,4,3,-100,"1,759",0,0,1,0,"1,104",0,0,0,0,"2,805",5,0,2,-100,"2,308",8,4,14,-33.33,"19,286",0,0,0,100,"1,552",0,0,0,0,1,1,2,0,-33.33,"2,196",9,15,8,-84.21,"11,410",0,15,14,1,0,0,12,0,0,2,3,19,0,12,18,0,0,0,8,2,0,0,2,3,"-74,10030996339073","4,558167033483213"
848,001338,LA BELLEZA,Ene-Abr,0,0,0,-100,296,16,7,1,66.67,"7,760",11,8,5,-50,"36,368",3,3,0,-100,"1,759",1,0,0,0,"1,104",0,0,0,0,"2,805",3,2,1,0,"2,308",7,3,2,-100,"19,286",1,0,0,100,"1,552",0,0,0,0,1,1,2,3,0,"2,196",22,20,15,-54.55,"11,410",1,3,4,1,0,0,3,0,0,0,1,11,0,5,2,0,0,0,0,2,0,0,1,5,"-74,09333470619146","4,530473948036751"
849,002622,TOCAIMITA ORIENTAL I,Ene-Abr,0,1,0,0,296,3,2,0,0,"7,760",0,1,0,0,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",0,1,0,0,"11,410",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"-74,09805712886934","4,5021003265676445"
851,005629,EL CEDRO,Ene-Abr,0,0,1,0,296,3,6,6,22.22,"7,760",24,35,31,31.91,"36,368",5,6,2,20,"1,759",2,1,1,100,"1,104",4,7,5,0,"2,805",12,6,3,-60,"2,308",15,14,13,-15.38,"19,286",0,1,2,-50,"1,552",0,0,0,0,1,0,1,2,50,"2,196",8,7,12,69.23,"11,410",0,9,47,5,0,8,26,2,0,5,2,13,0,11,62,6,1,8,22,1,0,2,3,22,"-74,1150555836688","4,705027597103197"
852,002616,EL NUEVO PORTAL,Ene-Abr,0,0,0,0,296,18,5,7,-75,"7,760",13,19,12,-42.86,"36,368",3,6,0,100,"1,759",1,0,1,0,"1,104",0,1,0,0,"2,805",3,2,1,-100,"2,308",8,7,3,-20,"19,286",2,1,1,100,"1,552",0,0,0,0,1,1,3,1,800,"2,196",13,24,29,-33.33,"11,410",0,12,14,0,0,0,5,0,0,1,1,21,0,3,8,5,0,0,4,1,0,0,9,14,"-74,10283882090611","4,493033660650108"
853,101308,CHIGUAZA RURAL,Ene-Abr,0,0,0,0,296,0,0,0,0,"7,760",0,0,0,0,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",0,0,0,-100,"11,410",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"-74,08302717470174","4,525165053616172"
855,005502,LA ESTRADA,Ene-Abr,0,0,1,0,296,22,12,5,90.91,"7,760",43,60,68,0,"36,368",12,14,10,-75,"1,759",0,8,2,-28.57,"1,104",4,9,9,0,"2,805",9,8,8,-20,"2,308",32,27,25,-38.78,"19,286",7,7,1,-75,"1,552",0,0,0,0,1,3,6,5,-40,"2,196",32,19,44,32,"11,410",0,11,71,4,7,7,49,8,0,5,5,25,0,21,71,1,5,7,30,2,0,4,3,33,"-74,0933180929982","4,678132617371004"
856,009256,SANTA CECILIA,Ene-Abr,1,0,0,-50,296,12,6,7,-44.44,"7,760",14,6,11,46.15,"36,368",10,9,4,-85.71,"1,759",1,0,0,-100,"1,104",2,2,3,0,"2,805",1,1,4,0,"2,308",10,3,6,42.86,"19,286",0,4,2,-50,"1,552",0,0,0,0,1,4,3,5,-20,"2,196",22,22,30,-31.25,"11,410",2,9,13,7,2,2,7,2,0,0,5,32,1,5,19,1,0,2,10,1,0,0,4,22,"-74,12786713613939","4,740919449661805"
860,103103,SANTA ROSA BAJA,Ene-Abr,0,0,0,0,296,0,0,0,0,"7,760",0,0,0,0,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,1,0,"2,196",0,0,0,0,"11,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-74,19594236231633","4,197771158586619"
861,002443,LA PRIMAVERA I,Ene-Abr,0,0,0,0,296,4,2,2,100,"7,760",3,11,8,-16.67,"36,368",0,3,0,0,"1,759",0,1,0,0,"1,104",0,1,0,-100,"2,805",1,3,0,0,"2,308",3,6,7,0,"19,286",2,0,1,-50,"1,552",0,0,0,0,1,3,1,1,0,"2,196",9,4,2,-33.33,"11,410",0,0,6,0,0,1,3,2,0,1,1,3,0,3,5,0,0,0,3,1,0,1,1,2,"-74,17410550846957","4,591097197292219"
863,004204,MONTES,Ene-Abr,0,0,0,0,296,18,5,4,33.33,"7,760",24,32,25,40,"36,368",4,7,5,-62.50,"1,759",5,8,2,150,"1,104",1,3,6,-42.86,"2,805",6,3,5,50,"2,308",18,21,13,66.67,"19,286",3,2,0,50,"1,552",0,0,0,0,1,2,2,2,0,"2,196",15,10,8,-22.22,"11,410",0,6,30,8,2,7,15,2,0,2,1,9,0,8,42,3,5,4,25,3,0,3,1,7,"-74,11483834413188","4,610239246089014"
866,002451,SAN ANTONIO DEL MIRADOR,Ene-Abr,1,0,0,0,296,1,0,0,0,"7,760",1,2,1,-100,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",1,0,0,0,"2,308",1,2,1,-100,"19,286",3,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",0,3,0,100,"11,410",0,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,"-74,17315635034089","4,5807882811280525"
867,008515,LOS CEDROS,Ene-Abr,0,1,0,0,296,19,5,2,40,"7,760",204,263,166,1.87,"36,368",16,10,7,-50,"1,759",2,0,2,100,"1,104",12,16,12,-35.71,"2,805",14,16,18,-55.56,"2,308",148,136,113,-5.17,"19,286",0,3,0,0,"1,552",1,0,0,0,1,0,1,1,100,"2,196",7,8,13,0,"11,410",0,10,107,14,0,14,58,0,0,9,1,11,0,14,109,7,2,9,55,0,0,4,2,11,"-74,04694565879831","4,724933509824731"
868,004595,CHICO SUR,Ene-Abr,2,0,0,100,296,12,9,5,37.50,"7,760",14,14,11,7.41,"36,368",5,5,3,-50,"1,759",0,1,1,-100,"1,104",3,4,2,-83.33,"2,805",4,4,4,-75,"2,308",11,9,18,-6.67,"19,286",2,3,4,-57.14,"1,552",0,0,0,0,1,4,4,4,150,"2,196",23,15,22,-54.55,"11,410",0,8,27,6,1,6,15,7,0,4,2,22,3,11,29,3,0,1,14,3,0,1,5,10,"-74,19323074986251","4,623716058431896"
869,009236,LA CAROLINA DE SUBA,Ene-Abr,1,0,0,0,296,3,7,0,-25,"7,760",4,4,4,33.33,"36,368",0,4,0,100,"1,759",0,0,0,0,"1,104",0,2,0,-100,"2,805",0,1,0,0,"2,308",1,3,0,200,"19,286",0,2,0,-100,"1,552",0,0,0,0,1,1,5,2,0,"2,196",4,9,7,-40,"11,410",0,4,3,0,0,1,1,1,0,0,0,5,0,3,4,2,0,0,3,0,0,0,0,3,"-74,10538896634098","4,727942425745116"
871,005115,PARQUE POPULAR SALITRE,Ene-Abr,0,0,0,0,296,3,1,1,100,"7,760",14,31,23,5.26,"36,368",0,0,0,0,"1,759",0,1,0,0,"1,104",0,2,6,-100,"2,805",1,3,0,50,"2,308",9,21,13,45.45,"19,286",0,0,0,-100,"1,552",0,0,0,0,1,1,2,1,0,"2,196",1,0,2,-66.67,"11,410",0,0,19,0,0,6,11,1,0,2,0,3,0,3,20,0,0,0,16,0,0,3,0,1,"-74,08926677952935","4,665912986628448"
872,006203,LA FLORIDA OCCIDENTAL,Ene-Abr,0,0,0,0,296,7,1,0,100,"7,760",25,27,18,17.39,"36,368",0,0,0,-100,"1,759",0,0,1,0,"1,104",8,0,0,-20,"2,805",17,0,3,-100,"2,308",18,13,15,0,"19,286",0,0,1,0,"1,552",0,0,0,0,1,0,0,1,0,"2,196",4,0,1,0,"11,410",0,1,23,1,0,5,13,0,0,3,0,0,0,2,27,0,0,4,13,0,0,0,0,0,"-74,0870237685995","4,623632236901419"
875,001362,ARBOLEDA SANTA TERESITA,Ene-Abr,0,0,0,0,296,0,0,1,0,"7,760",0,1,1,0,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",1,0,0,0,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",0,0,0,0,"11,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-74,08576985335857","4,526986987153947"
878,001209,MODELO SUR,Ene-Abr,0,0,1,0,296,12,5,3,100,"7,760",11,19,10,61.54,"36,368",1,2,1,-100,"1,759",1,1,1,0,"1,104",0,0,0,400,"2,805",1,0,2,-100,"2,308",7,12,5,-55.56,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,1,0,"2,196",3,2,3,-60,"11,410",0,1,13,5,0,1,9,0,0,1,1,5,0,2,21,0,0,5,4,0,0,0,1,2,"-74,0855195432253","4,586057464759095"
879,002450,PERDOMO ALTO,Ene-Abr,0,0,0,-66.67,296,18,8,15,-38.89,"7,760",20,46,32,-16.67,"36,368",5,5,7,200,"1,759",0,1,2,-33.33,"1,104",2,4,2,0,"2,805",9,6,3,-100,"2,308",23,29,18,23.53,"19,286",4,1,0,100,"1,552",0,0,0,0,1,6,2,4,-50,"2,196",27,12,16,-7.69,"11,410",3,18,42,1,3,2,17,0,0,2,6,13,1,11,35,3,2,2,21,1,0,0,3,12,"-74,16695040876223","4,586946270141145"
880,002433,EL PENON DEL CORTIJO,Ene-Abr,3,0,0,0,296,2,5,4,-100,"7,760",11,7,11,54.55,"36,368",6,4,0,100,"1,759",0,1,0,-50,"1,104",0,2,0,100,"2,805",3,2,1,-100,"2,308",5,6,2,160,"19,286",1,0,0,0,"1,552",0,0,0,0,1,3,1,4,-60,"2,196",20,18,23,-61.11,"11,410",0,4,11,0,2,0,5,2,0,1,5,18,0,0,17,2,1,3,13,2,0,0,2,7,"-74,16604161728085","4,5843508888224775"
881,004535,CLASS,Ene-Abr,2,0,0,0,296,10,12,11,112.50,"7,760",16,15,26,-16.22,"36,368",5,4,1,200,"1,759",2,0,2,100,"1,104",1,0,2,-66.67,"2,805",8,4,5,100,"2,308",10,5,14,-17.65,"19,286",6,4,2,200,"1,552",0,0,0,0,1,3,0,2,-40,"2,196",21,24,5,21.05,"11,410",1,8,37,1,1,3,17,3,0,0,5,19,1,17,31,3,2,1,14,9,0,1,3,23,"-74,178328156555","4,614097456499589"
883,004525,PASTRANA,Ene-Abr,0,0,1,-100,296,14,10,10,180,"7,760",26,24,20,-10.34,"36,368",6,6,5,100,"1,759",3,1,0,100,"1,104",2,1,1,0,"2,805",6,2,0,-50,"2,308",16,13,13,-40,"19,286",3,3,4,150,"1,552",0,0,0,0,1,4,0,0,100,"2,196",22,30,23,-6.67,"11,410",1,5,29,2,1,6,15,2,0,4,2,15,0,14,26,4,2,6,9,5,0,2,4,14,"-74,16641979340339","4,617058759104936"
822,004109,VERAGUAS,Ene-Abr,0,0,0,0,296,9,8,4,50,"7,760",79,70,57,-24,"36,368",3,1,2,-50,"1,759",2,4,0,100,"1,104",11,5,2,-75,"2,805",8,6,4,-100,"2,308",45,25,34,-30.77,"19,286",1,1,0,100,"1,552",0,0,0,0,1,0,1,0,0,"2,196",12,1,2,0,"11,410",0,2,50,4,0,8,26,1,0,5,0,3,0,3,38,2,2,2,18,2,0,0,0,3,"-74,09741127872567","4,603163442502372"
824,005604,EL REAL,Ene-Abr,0,0,0,0,296,11,5,4,100,"7,760",21,27,16,-3.23,"36,368",12,3,2,-100,"1,759",2,0,3,0,"1,104",6,3,2,-100,"2,805",1,0,0,-100,"2,308",13,17,13,-5,"19,286",1,4,1,-100,"1,552",0,0,0,0,1,2,1,0,100,"2,196",10,12,17,-46.15,"11,410",0,0,31,5,1,3,20,3,0,2,0,13,0,2,30,0,1,0,19,0,0,0,1,7,"-74,1026540981324","4,681410369672384"
825,002640,EL PEDREGAL II,Ene-Abr,0,0,0,0,296,0,0,0,100,"7,760",0,2,1,0,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,1,0,"2,308",0,2,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",2,0,1,-100,"11,410",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"-74,10989895466881","4,5200737499577555"
826,008504,LA CITA,Ene-Abr,0,0,0,0,296,6,2,3,66.67,"7,760",1,9,3,-14.29,"36,368",2,1,0,0,"1,759",2,0,1,0,"1,104",0,0,0,100,"2,805",0,1,1,0,"2,308",0,5,0,200,"19,286",1,1,0,0,"1,552",0,0,0,0,1,0,2,1,0,"2,196",8,2,16,-71.43,"11,410",0,3,7,1,0,0,2,0,0,0,1,7,0,5,6,1,0,1,6,0,0,0,1,2,"-74,01937174500598","4,743230597006366"
828,005643,ALAMOS,Ene-Abr,0,0,0,0,296,4,5,9,100,"7,760",24,50,22,100,"36,368",5,10,2,-50,"1,759",4,4,2,100,"1,104",5,9,4,66.67,"2,805",6,3,2,100,"2,308",13,23,14,76.92,"19,286",2,4,2,300,"1,552",0,0,0,0,1,1,2,0,-100,"2,196",11,6,7,-57.14,"11,410",0,0,25,2,0,3,13,1,0,0,1,7,0,5,50,1,1,5,23,4,0,2,0,3,"-74,11870852801697","4,705053970276855"
